image_path,split,label,timestamp,source
data/processed/train/general/web_pixabay_com_1756078798_55553336_aug_2.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_normcore guatemala 2025_1756103854_af6bd82b_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/processed_enhanced_1756017220_2cb9c408_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing market_1756102907_70f4cacb_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_leather clothing guatemala 2025_1756099867_53bd683c_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_clothing guatemala_1756085925_29d96967_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_tailor guatemala_1756099061_044522f1_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_striped clothing guatemala 2025_1756100494_541caec3_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing exporter_1756103300_68a56133_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_trends guatemala_1756088384_3aa2ddf1_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_striped clothing guatemala 2025_1756100723_f00cc83f_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing distributor_1756102942_50bbb805_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing store_1756102691_42f647f9_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_huehuetenango clothing 2025_1756101812_4cebb275_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_contemporary guatemala_1756089153_cde4df8d_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_rural clothing guatemala 2025_1756102765_3a8d8b55_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_normcore guatemala 2025_1756103866_4d1698ce_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_artisan clothing guatemala 2025_1756101179_75b86c9d_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pixabay_com_1756055284_a9b4ebf7_aug_2.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_teen clothing guatemala 2025_1756099838_7f88a1a6_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_contemporaneo guatemala_1756086324_28063947_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing exporter_1756102974_679bf3e0_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_guatemala style_1756089638_4e317444_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_tie dye clothing guatemala 2025_1756100807_366d6ee4_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_indigenous guatemala_1756088782_8fcaa0b3_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756073059_c48035d6_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_marcas guatemala_1756088548_a6aede69_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pixabay_com_1756078955_9d34ba0b_aug_2.jpg,train,general,2025-09-06,global
data/processed/train/general/google_google_modelo_1756085346_b2d257a8_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_contemporary guatemala_1756089200_36b3a2be_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_traditional dress guatemala_1756089566_ae7aff10_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_style guatemala_1756085705_638ac346_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_designers guatemala_1756086171_98e5c547_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_lawyer clothing guatemala 2025_1756100102_7f3c4c7d_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_clothing guatemala_1756085901_3ff4f298_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_minimalist clothing guatemala 2025_1756099603_8e3f7699_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_huehuetenango clothing 2025_1756101788_1e30d198_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756055788_8d424fda_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_guatemala clothing market_1756102811_01f8d457_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_artisan clothing guatemala 2025_1756101488_9a40ca35_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_tradicional guatemala_1756088845_1fee817f_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_tailor guatemala_1756099255_abe7d921_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_trends guatemala_1756085873_3aa2ddf1_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756079147_6e4da1ec_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_contemporaneo guatemala_1756086468_2bb41cf7_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_designers guatemala_1756086009_a905a0e7_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_tailor guatemala_1756099197_f3f274ad_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_guatemala style_1756089550_30eac5f8_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_diseñadores guatemala_1756088292_eae9919c_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_moderno guatemala_1756089060_4c961cb9_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_teen clothing guatemala 2025_1756099905_17bef366_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_designers guatemala_1756085973_bd8af880_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_huehuetenango clothing 2025_1756101797_ca680bd5_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/google_google_dresses_1756085259_63d1c69d_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_chiquimula clothing 2025_1756101777_01eddd48_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_outfits chapinos_1756089577_384f04af_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_style guatemala_1756085662_9c494a76_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_minimalist clothing guatemala 2025_1756099407_fc2cfd3d_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_xxl clothing guatemala 2025_1756100920_7a6a346c_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing exporter_1756103172_ea7199c7_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_engineer clothing guatemala 2025_1756100192_49466b80_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_minimalist clothing guatemala 2025_1756099541_94e8c01a_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pixabay_com_1756072601_80e99dc6_aug_2.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_peten clothing 2025_1756101664_32a92840_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_engineer clothing guatemala 2025_1756099933_61a8db5f_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/google_google_dresses_1756085159_67b07204_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_teen clothing guatemala 2025_1756099733_653134c7_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/processed_demo_1755995299_04dd72bc_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_minimalismo guatemala 2025_1756103679_b8426371_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing exporter_1756103294_4d553839_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_normcore guatemala 2025_1756103906_0cde296a_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_diseñadores guatemala_1756088376_ee13c8c0_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_contemporary guatemala_1756089223_bcce168e_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_chiquimula clothing 2025_1756101629_606b812a_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_tailor guatemala_1756099138_a8b24d8b_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_marcas guatemala_1756088579_a45d3758_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_retro clothing guatemala 2025_1756099356_b6cf93cf_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_huehuetenango clothing 2025_1756101591_65f6d8f2_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_marcas guatemala_1756088564_9d092308_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_teen clothing guatemala 2025_1756099986_979c22e8_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_contemporary guatemala_1756089279_25ff53ac_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_style guatemala 2025_1756099163_8ac8008c_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_engineer clothing guatemala 2025_1756100128_9ce1ed09_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pixabay_com_1756055215_06a418c4_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_trends guatemala_1756088413_c1bf546c_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_diseñadores guatemala_1756088406_c92f1c88_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756079129_ee8ca1b0_aug_1.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_trends guatemala_1756085957_a5d678b4_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756079234_0d97dbad_aug_3.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_clothing guatemala_1756085895_6627ba04_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_medium size clothing guatemala 2025_1756100872_1cac57d9_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/google_google_modelo_1756085434_7344e5e2_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756055712_6e4da1ec_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_adult clothing guatemala 2025_1756099851_e7c1f820_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_artisan clothing guatemala 2025_1756101559_a948e2a8_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_rural clothing guatemala 2025_1756102393_a440b9ec_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_style guatemala_1756085642_3729c977_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_young clothing guatemala 2025_1756099656_5ab39bf3_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_senior clothing guatemala 2025_1756099994_4a54e23a_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_xela clothing 2025_1756101888_eafd0dce_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_tendencias chapinas_1756089688_9a0a936d_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_guatemala style_1756086445_20da48aa_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_contemporaneo guatemala_1756086544_1fd5d51b_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_engineer clothing guatemala 2025_1756099984_078702c4_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_animal print clothing guatemala 2025_1756100946_2b781f15_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_contemporary guatemala_1756089127_ff4d28b9_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_brands guatemala_1756088606_8582045b_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/google_google_modelo_1756085342_a32aeef6_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pixabay_com_1756078713_3f7c8a1d_aug_1.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_contemporary guatemala_1756089200_36b3a2be_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756055712_6e4da1ec_aug_2.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_normcore guatemala 2025_1756103595_43b9a778_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756079144_8d424fda_aug_3.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_xela clothing 2025_1756101871_0e601f96_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_clothing guatemala_1756085872_01f8d457_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing market_1756102617_7ac18117_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_medium size clothing guatemala 2025_1756100856_43517e17_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_nurse clothing guatemala 2025_1756100370_30ad4240_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_tie dye clothing guatemala 2025_1756100764_3c7196f4_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_recycled clothing guatemala 2025_1756102021_3536e478_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_engineer clothing guatemala 2025_1756100171_125b3849_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_traditional dress guatemala_1756089657_138e6a63_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing market_1756102691_50bbb805_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_contemporaneo guatemala_1756086187_ea4e5d02_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_diseñadores guatemala_1756088413_e768b80c_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_striped clothing guatemala 2025_1756100733_386ea64c_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756055708_8d424fda_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_clothing guatemala_1756085861_c8c33247_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/fast_1_0_1755997236_3d461f08_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pixabay_com_1756079030_52cd3e64_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_retro clothing guatemala 2025_1756099454_8e3f7699_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_lawyer clothing guatemala 2025_1756100102_7f3c4c7d_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_xxl clothing guatemala 2025_1756101016_57c0113c_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_striped clothing guatemala 2025_1756100503_3c10502c_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_tie dye clothing guatemala 2025_1756100727_db3e6ebd_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_artisan clothing guatemala 2025_1756101424_98814621_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/google_google_modelo_1756085360_36f8b33e_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing brand_1756102907_ab46881b_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_rural clothing guatemala 2025_1756102788_21dcd39e_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_normcore guatemala 2025_1756103581_b91477b2_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_huehuetenango clothing 2025_1756101668_1e5c38d6_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_huehuetenango clothing 2025_1756101900_05a7dd73_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_xela clothing 2025_1756101651_1043347e_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_xxl clothing guatemala 2025_1756100937_928f92f0_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_huehuetenango clothing 2025_1756101970_fc88e9b3_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_striped clothing guatemala 2025_1756100557_5556b43e_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_normcore guatemala 2025_1756103815_be18fdbb_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_tailor guatemala_1756099283_e75a8c79_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_tradicional guatemala_1756088833_1d84c641_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pixabay_com_1756078510_4657e23b_aug_3.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_engineer clothing guatemala 2025_1756100135_09b0fef2_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_clothing guatemala_1756085785_32b005d9_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_striped clothing guatemala 2025_1756100468_3af1a48e_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_xela clothing 2025_1756101549_cd2c315f_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_medium size clothing guatemala 2025_1756100811_8ac8008c_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_clothing guatemala_1756085908_42a9a255_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_trends guatemala_1756085873_3aa2ddf1_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_trends guatemala_1756085867_a8744ee0_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756079217_0d97dbad_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_dresses guatemala_1756085863_c1e50f13_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756079174_04c1b4e0_aug_1.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_rural clothing guatemala 2025_1756102318_1a32e155_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_minimalismo guatemala 2025_1756103851_9682d075_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing store_1756102649_808d227d_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_tradicional guatemala_1756088947_67893522_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_senior clothing guatemala 2025_1756100342_fea0db5f_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_regional clothing guatemala 2025_1756101213_9fcc3298_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing brand_1756102876_e4f6b572_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/google_google_dresses_1756085259_63d1c69d_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/demo_1755994959_04dd72bc_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_guatemala style_1756086291_9f79724e_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_guatemala style_1756086411_f9f5c3e7_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_indigenous guatemala_1756088984_4fa57bd5_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing exporter_1756103358_a75ed0bc_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_clothing guatemala_1756085879_9ade9210_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_estilista guatemala_1756099145_177cf1f7_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_guatemala style_1756086473_906d8047_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_artisan clothing guatemala 2025_1756101225_df1274da_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_medium size clothing guatemala 2025_1756100746_94e8c01a_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_indigenous guatemala_1756088804_53894384_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_regional clothing guatemala 2025_1756101196_e611a508_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/google_google_style_1756085388_3c5bbf6e_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_minimalist clothing guatemala 2025_1756099609_9682d075_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756055733_2521be43_aug_3.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_contemporaneo guatemala_1756086425_cb3a21ff_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_trends guatemala_1756085811_6853a30c_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_traditional dress guatemala_1756089423_ec5a6bd5_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_striped clothing guatemala 2025_1756100666_61597042_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_guatemala style_1756086330_c73f1800_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_normcore guatemala 2025_1756103943_29764f2c_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pixabay_com_1756055189_f81ecf98_aug_3.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_contemporaneo guatemala_1756086211_40adc85e_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/google_google_modelo_1756085434_7344e5e2_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/google_google_style_1756085391_c2422b2d_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/google_google_dresses_1756085151_958cdc10_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_style guatemala_1756085719_4f82a6cb_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_brands guatemala_1756088548_bc123e29_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_dresses guatemala_1756085924_d2d7f401_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_trends guatemala_1756085892_4f5fb6f3_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_marcas guatemala_1756088628_b588b5b5_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_clothing guatemala_1756085815_fa82dca4_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756073062_0d97dbad_aug_2.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_recycled clothing guatemala 2025_1756102262_8875757c_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_engineer clothing guatemala 2025_1756099994_9db8e955_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pexels_com_1756055780_0d97dbad_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/web_pixabay_com_1756072672_55553336_aug_1.jpg,train,general,2025-09-06,global
data/processed/train/general/2025_2025_lawyer clothing guatemala 2025_1756100116_13af4edd_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_leather clothing guatemala 2025_1756099619_e14ebba0_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_brands guatemala_1756088621_a8e92dd2_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_clothing guatemala_1756085937_32e28997_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_style guatemala 2025_1756099092_4eada0a0_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_engineer clothing guatemala 2025_1756100171_125b3849_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_rural clothing guatemala 2025_1756102602_3348edbf_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_striped clothing guatemala 2025_1756100460_e88d0776_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pixabay_com_1756055378_3293b325_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/guate_guate_trends guatemala_1756087979_a8744ee0_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing distributor_1756102971_e73ee226_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/web_pixabay_com_1756055517_9d34ba0b_norm.jpg,train,general,2025-09-06,global
data/processed/train/general/google_google_glamour_1756085346_5c77adf0_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_contemporary guatemala_1756089182_2e6a7411_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_leather clothing guatemala 2025_1756099732_62c77cca_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_huehuetenango clothing 2025_1756101766_964184cd_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_contemporary guatemala_1756089112_2956bca6_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_xela clothing 2025_1756101878_1de88542_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_tradicional guatemala_1756088971_fa82dca4_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_guatemala style_1756086411_f9f5c3e7_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_xela clothing 2025_1756101461_21e9cbb0_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_rural clothing guatemala 2025_1756102344_94418073_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing exporter_1756103227_604eb280_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_clothing guatemala_1756085858_e22744e4_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing market_1756102691_50bbb805_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_tie dye clothing guatemala 2025_1756100882_d46ccdd1_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_teen clothing guatemala 2025_1756099978_6d3130a9_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_tendencias chapinas_1756089700_9a2937a5_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_chiquimula clothing 2025_1756101950_6884a60d_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_guatemala clothing exporter_1756103172_ea7199c7_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_striped clothing guatemala 2025_1756100733_386ea64c_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/guate_guate_diseñadores guatemala_1756088413_e768b80c_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_tailor guatemala_1756099118_f4153135_norm.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_minimalist clothing guatemala 2025_1756099533_66f4dff0_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_regional clothing guatemala 2025_1756101418_47a38d22_aug_2.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_xela clothing 2025_1756101609_dc5bedf2_aug_3.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_young clothing guatemala 2025_1756099839_df891729_aug_1.jpg,train,general,2025-09-06,local
data/processed/train/general/2025_2025_estilista guatemala_1756099180_cc80441e_aug_3.jpg,train,general,2025-09-06,local
